diagram,size,alternatives,xheight,colours,text
p551,600,750 900 1200 1500,,BORDER ------ BACKGROUND SYMBOL -------- 600 (750) (900) (1200) (1500) 325 ~___ 20 1 | LE IT4 250,"Drawing No. Related Drawings © CROWN COPYRIGHT P 551 |{P 500 & S 12 ¢ NOTES: — 1. Other dimensions for the triangle are shown on drawing P 500. 1 2. Symbol details are given on drawing S 12. | 3. The tile outline does not form part of the sign. ; 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 1 5. COLOURS : Border -----— Background Symbol —----—-— 600 (750) (900) (1200) (1500) 325 ~___ 20 1 | Le it4 250 Before using this drawing, confirm P551 that it has not been superseded. Department for Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. WILD ANIMALS ees penen ranspor | ) 8: 25604) approve by:| MILLIMETRES| = PD 551 likely to be in road ahead c: RM. "
p551x2,600,750 900 1200,,BORDER - - RED 1 BACKGROUND --- WHITE SYMBOL ------- BLACK 1 600 (750) (900) (1200) 198 /20) F | | 306 / |,"Drawing No. Related Drawings © CROWN COPYRIGHT P 551.2 |[P_ 900 & S 14 ¢ NOTES: — 1. Other dimensions for the triangle are shown on drawing P 500. ' 2. Symbol details are given on drawing S 14. 3. The tile outline does not form part of the sign. 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border — — RED 1 Background ——— WHITE Symbol —-----— BLACK 1 600 (750) (900) (1200) 198 /20) f | | 306 / | Before using this drawing, confirm P551x2 that it has not been superseded. Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Department for Transport WILD FOWL 5: 6.04 approved by:| MILLIMETRES P 551 2 likely to be in road ahead c: RM. "
p553x1,600,750 900 1200 1500,,BORDER 1 BACKGROUND --- WHITE SYMBOL ------- BLACK 600 (750) (900) (1200) 1 (1500) 217 OO B 20 | 145+ | 310 1,"Drawing No. Related Drawings P 553.1 P 500 & S 28 NOTES: — 1. P 500. © CROWN COPYRIGHT Other dimensions for the triangle are shown on drawing 2. Symbol details are given on drawing S 28. 3. The tile outline does not form part of the sign. 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border 1 Background ——— WHITE Symbol —-----— BLACK 600 (750) (900) (1200) 1 (1500) 217 oo B 20 | 145+ | 310 1 Before using this drawing, confirm P553x1 that it has not been superseded. Department for Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. AGRICULTURAL VEHICLES AP 276.84) SP: B: 29.6.04 r :| MILLIMETRES Transport likely to be in road ahead Cc: “ee Ra ” P 995.1 "
p552,600,750 900 1200 100,,BORDER © CROWN COPYRIGHT OTHER DIMENSIONS FOR THE TRIANGLE ARE SHOWN ON DRAWING P 500. . THE LEGEND IS FROM THE TRANSPORT HEAVY ALPHABET AT THE X-HEIGHTS SHOWN. . THE TILE OUTLINES DO NOT FORM PA,Drawing No. Related Drawing P 552|_P 500 NOTES: — 1. . COLOURS : Border © CROWN COPYRIGHT Other dimensions for the triangle are shown on drawing P 500. . The legend is from the Transport Heavy alphabet at the x-heights shown. . The tile outlines do not form part of the sign. . All 600mm sign dimensions shall be varied proportionally for the other triangle heights. Background ——— WHITE Legend -----— BLACK 600 (750) (900) (1200) SO x—ht (62.5) (75) (100) P552 thot it hos not been ‘superseded. Department for Title: Warning Sign issues nace row : Dimensions: Drawing No. Transport | cattle cRID AHEAD — | 2 250+] sowoves o>] wmunermes| © PP 55D Cc: R.M. 
p554b,,,x,BORDER ------ RED BACKGROUND --- WHITE LEGEND ------ BLACK 72 X-HT (90) N (108) 20-7 (144) (30) (40) VARIANT (100) THE TRIANGLE HEIGHTS ARE THE SAME FOR THE VARIANTS 64 X-HT 72 X-HT 64 X-HT 29 (80) (9,"Drawing No. Before using this drawing, confirm © CROWN COPYRIGHT P 554 that it has not been superseded. NOTES:— 1. Other dimensions for the triangle are shown on P 500. Related Drawing P 500 2. The legend is from the Transport Heavy alphabet. 3. The tile outlines do not form part of the signs. 4. COLOURS : Border —----— RED Background ——— WHITE Legend -—---- BLACK 72 x-ht (90) n (108) 20-7 (144) (30) (40) VARIANT (100) The triangle heights are the same for the variants 64 x-ht 72 x-ht 64 x-ht 29 (80) (90) ao k (80) (25) (96) (108) (25) (96) (30) VARIANT (128) (30) VARIANT (144) 30) VARIANT (128) P554 (40) ——— (40) ——— (40) ——— Department for Title: Warning Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 27.6.94 S.P. WORDED WARNING SIGN (FORD Transport ( ) B: 25.7.95 | Approved by:} MILLIMETRES P 5K 5 4 and VARIANTS C: 13.11.02 RM. "
p554c,,,x,BORDER ------ RED BACKGROUND --- WHITE LEGEND ------ BLACK 72 X-HT (90) N (108) 20-7 (144) (30) (40) VARIANT (100) THE TRIANGLE HEIGHTS ARE THE SAME FOR THE VARIANTS 64 X-HT 72 X-HT 64 X-HT 29 (80) (9,"Drawing No. Before using this drawing, confirm © CROWN COPYRIGHT P 554 that it has not been superseded. NOTES:— 1. Other dimensions for the triangle are shown on P 500. Related Drawing P 500 2. The legend is from the Transport Heavy alphabet. 3. The tile outlines do not form part of the signs. 4. COLOURS : Border —----— RED Background ——— WHITE Legend -—---- BLACK 72 x-ht (90) n (108) 20-7 (144) (30) (40) VARIANT (100) The triangle heights are the same for the variants 64 x-ht 72 x-ht 64 x-ht 29 (80) (90) ao k (80) (25) (96) (108) (25) (96) (30) VARIANT (128) (30) VARIANT (144) 30) VARIANT (128) P554 (40) ——— (40) ——— (40) ——— Department for Title: Warning Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 27.6.94 S.P. WORDED WARNING SIGN (FORD Transport ( ) B: 25.7.95 | Approved by:} MILLIMETRES P 5K 5 4 and VARIANTS C: 13.11.02 RM. "
p554,,,x,BORDER ------ RED BACKGROUND --- WHITE LEGEND ------ BLACK 72 X-HT (90) N (108) 20-7 (144) (30) (40) VARIANT (100) THE TRIANGLE HEIGHTS ARE THE SAME FOR THE VARIANTS 64 X-HT 72 X-HT 64 X-HT 29 (80) (9,"Drawing No. Before using this drawing, confirm © CROWN COPYRIGHT P 554 that it has not been superseded. NOTES:— 1. Other dimensions for the triangle are shown on P 500. Related Drawing P 500 2. The legend is from the Transport Heavy alphabet. 3. The tile outlines do not form part of the signs. 4. COLOURS : Border —----— RED Background ——— WHITE Legend -—---- BLACK 72 x-ht (90) n (108) 20-7 (144) (30) (40) VARIANT (100) The triangle heights are the same for the variants 64 x-ht 72 x-ht 64 x-ht 29 (80) (90) ao k (80) (25) (96) (108) (25) (96) (30) VARIANT (128) (30) VARIANT (144) 30) VARIANT (128) P554 (40) ——— (40) ——— (40) ——— Department for Title: Warning Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 27.6.94 S.P. WORDED WARNING SIGN (FORD Transport ( ) B: 25.7.95 | Approved by:} MILLIMETRES P 5K 5 4 and VARIANTS C: 13.11.02 RM. "
p554x1,600,750 900 1200 1500 100 125,,BORDER -----~-- RED 600 X > (750) É \ (900) IW (1200) A (1500) WO U] IF SO X-HT RAKES 20 (100) (125) | | DEPARTMENT FOR TITLE: WARNING SIGN ISSUES SENCE PROWN OY : DIMENSIONS: DRAWING NO. TRANSPORT TR,Drawing No. Related Drawing P 554.1|_P 500 NOTES: — 1. © CROWN COPYRIGHT Other dimensions for the triangle are shown on drawing P 500. The legend is from the Transport Heavy alphabet at the x-heights shown. The tile outlines do not form part of the sign. C | | | 4. the tan cimenens shall be varied proportionally for | 5. COLOURS : Border —----~-— RED 600 x > (750) é \ (900) iW (1200) a (1500) WO U] If SO x-ht rakes 20 (100) (125) | | Department for Title: Warning Sign issues sence Prown oy : Dimensions: Drawing No. Transport TRY YOUR BRAKES B: 30804 | Arprowed by:] MILLIMETRES | =P 4. | 
p555,600,750 900 1200,,BORDER ------ BACKGROUND SYMBOLS ------ 600 [ (750) (900) (1200) ©) 1 .___ 20 1 | YH I 462 _|,"Drawing No. Related Drawings © CROWN COPYRIGHT P 555 |P 500 & S 16 & S 18 ¢ NOTES: — 1. Other dimensions for the triangle are shown on drawing | P 500. 2. Symbol details are given on drawings S 16 & S 18. 3. The tile outlines do not form part of the sign. 2. 4. All 600mm sign dimensions shall be varied proportionally S5 for the other triangle heights. 5. COLOURS : Border -----— Background Symbols —--—-— 600 [ (750) (900) (1200) ©) 1 .___ 20 1 | Yh I 462 _| Before using this drawing, confirm P555 that it has not been superseded. Title: j ‘ Issue: Date: | Drawn by: Dimensions: Drawing No. Warning Sign y? 9 Transpo, for g Sig a pawos oP FANSPOIT | Quayside or RIVER BANK AHEAD | ® 6704] toprves oy:| wlumerres) =P 555 Cc: R.M. "
p555x1,600,750 900 1200,,BORDER ------ RED BACKGROUND --- WHITE SYMBOL --------- BLACK 6. THE SYMBOL IS REVERSED WHEN THE WATER COURSE IS ON THE RIGHT HAND SIDE OF THE ROAD. 600 (750) (900) (1200) OH 12 I4-- 82 14 14_ 20 <O B,"Drawing No. Related Drawings © CROWN COPYRIGHT P 555.1|P 500 & S 19 ¢ NOTES: — 1. Other dimensions for the triangle are shown on P SOO. 2. Details of car symbol are given on drawing S 19. 3. The tile outline does not form part of the sign. 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border —----— RED Background ——— WHITE Symbol —----—-—— BLACK 6. The symbol is reversed when the water course is on the right hand side of the road. 600 (750) (900) (1200) oH 12 i4—— 82 14 14_ 20 <o Before using this drawing, confirm P555x1 that it has not been superseded. Department for Title: Warning Sign issues isco mee Dimensions: Drawing No. Tr, n r WATER COURSE os - a Spo B: Approved by:| MILLIMETRES . ALONGSIDE ROAD AHEAD c: RM. "
p556x1,600,750 900 1200 1500,,BORDER -_-------- RED BACKGROUND --- WHITE ------- SYMBOL BLACK 600 (750) (900) (1200) (1500) 222 -_ 20 | ! | -_____ 91 -___+| 444,"Drawing No. Related Drawings (C) CROWN COPYRIGHT P 556.1[|.P. 900, S19 & S 21 NOTES: — 1. Other dimensions for the triangle are shown on drawing P 500. Symbol details are given on drawings S 19 & S 21. The tile outline does not form part of the sign. All 600mm _ sign dimensions shall be varied proportionally for the other triangle heights. COLOURS : Border —_--—-———— RED Background ——— WHITE —-————— Symbol BLACK 600 (750) (900) (1200) (1500) 222 —_ 20 | ! | —_____ 91 —___+| 444 Before using this drawing, confirm P556x1 that it has not been superseded. Title: Warning Sign Issue: Date: Drawn by: Dimensions: Drawing No. Department for A 28.6.94 S.P. SOFT VERGES AHEAD B 6.7.04 | Approved by MILLIMETRES P 956.1 ransport Cc R.M. "
p557x1,600,750 900 1200,,BORDER © CROWN COPYRIGHT . OTHER DIMENSIONS FOR THE TRIANGLE ARE SHOWN ON DRAWING P 500. . ALL 600MM SIGN DIMENSIONS SHALL BE VARIED PROPORTIONALLY FOR THE OTHER TRIANGLE HEIGHTS. BACKGROUND ---,"Drawing No. Related Drawing P 557.1 |_P 500 600 (750) (900) (1200) NOTES : . COLOURS : Border © CROWN COPYRIGHT . Other dimensions for the triangle are shown on drawing P 500. . All 600mm sign dimensions shall be varied proportionally for the other triangle heights. Background ——— WHITE Symbol —----— BLACK a 400 Before using this drawing, confirm P557x1 that it has not been superseded. Department for itle Warning Sign ‘ssue seacs Prewn ad Dimensions Drawing No. Transport ROAD HUMP AHEAD 8: 7704| Aporoved by:| MiLuIMETRES! P 557.4 or series of humps ahead c: RM. . "
p559,600,750 900 1200 1500,,BORDER ------- RED BACKGROUND --- WHITE SYMBOL ------ BLACK 600 . (750) (900) (1200) (1500) 318 R 20 OO I 424,"Drawing No. Related Drawings CROWN COPYRIGHT P 559 P 500 & S 36 © NOTES:— 1. Other dimensions for the triangle are shown on drawing P 500. 2. Symbol details are given on drawing S 36. 3. The tile outline does not form part of the sign. 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border —---—-— RED Background ——— WHITE Symbol —----— BLACK 600 . (750) (900) (1200) (1500) 318 r 20 oO I 424 Before using this drawing, confirm P559 that it has not been superseded. Department for Title: Warning Sign issues sence row ay Dimensions: Drawing No. Ti RISK of FALLING : _ ” ranspor B: 7.7.04 | Approved by: or FALLEN ROCKS AHEAD Cc: R.M. ALL IN MILLIMETRES P 5 ) fe) "
p581,600,750 900 1200 1500,,BORDER ------- BACKGROUND SYMBOL ------- 600 (750) (900) (1200) - (1500) 208 N -___ 20 | I--132-+| 286,"Drawing No. Related Drawings P 581 P 500 & S 37 NOTES: — 1. © CROWN COPYRIGHT Other dimensions for the triangle are shown on drawing P 500. Symbol details are given on drawing S 37. The tile outline does not form part of the sign. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border —-—---— Background Symbol —-----— 600 (750) (900) (1200) - (1500) 208 n -___ 20 | I——132—+| 286 Before using this drawing, confirm P581 that it has not been superseded. Department for Title: Warning Sign issues voncs Prown oy Dimensions: Drawing No. Transport | sive winds LIKELY AHEAD | 8 7708] sooroves ny:] MuLMETRES! = P58] Cc: R.M. "
p558,600,750 900 1200 1500,,BORDER BACKGROUND --- WHITE SYMBOL ------- BLACK 600 (750) (900) (1200) (1500),"Drawing No. Related Drawings © CROWN COPYRIGHT P 558 P 500 & S 30 NOTES: — 1. Other dimensions for the triangle are shown on drawing ¢ P 500. 2. Symbol details are given on drawing S 30. 3. The tile outline does not form part of the sign. 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border Background ——— WHITE Symbol —-----— BLACK 600 (750) (900) (1200) (1500) Before using this drawing, confirm P558 that it has not been superseded. Department for Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. A: 6. .P. LOW-FLYING AIRCRAFT or 78.6.94 s ranspor 5: 77.08 approved oy:| MLLIMETRES| =P 558 SUDDEN AIRCRAFT NOISE c. Fw "
p558x1,600,750 900 1200 1500,,BORDER -_------ RED BACKGROUND --- WHITE ------- SYMBOL BLACK 600 (750) (900) (1200) ANETTE EEEEEEEN (1500) 160 20 |-- 150+] 520,"Related Drawings Drawing No. (C) CROWN COPYRIGHT P 558.1[.P 900 & S 31 NOTES: — 1. Other dimensions for the triangle are shown on drawing P 500. Symbol details are given on drawing S 31. The tile outline does not form part of the sign. All 600mm _ sign dimensions shall be varied proportionally for the other triangle heights. COLOURS : Border —_-————— RED Background ——— WHITE —-————— Symbol BLACK 600 (750) (900) (1200) anette eeeeeeen (1500) 160 20 |-— 150+] 520 Before using this drawing, confirm P558x1 that it has not been superseded. Title: Warning Sign Issue: Date: Drawn by: Dimensions: Drawing No. Department for A 28.6.94 S.P. LOW—FLYING HELICOPTER or B 7.7.04 | Approved by: MILLIMETRES P 998.1 ransport SUDDEN HELICOPTER NOISE Cc R.M. "
p582,600,750 900 1200 1500,,BORDER BACKGROUND --- WHITE SYMBOL ------- BLACK 600 (750) (900) (1200) (1500) 150 ; 20 I | 212 -__-| 400,"Drawing No. Related Drawings © CROWN COPYRIGHT P 582 P 500 & S 29 ¢ NOTES: — 1. Other dimensions for the triangle are shown on drawing | P 500. 2. Symbol details are given on drawing S 29. 3. The tile outline does not form part of the sign. 4. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS : Border Background ——— WHITE Symbol —-----— BLACK 600 (750) (900) (1200) (1500) 150 ; 20 I | 212 —__-| 400 Before using this drawing, confirm P582 that it has not been superseded. Department for Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. SLOW MOVING MILITARY VEHICLES | *) 78884) SP. ranspor 5: 7708 approwd oy:| MUMETRES| =P 589 LIKELY TO BE CROSSING or IN ROAD AHEAD Cc: RM. "
p583,600,750 900 1200 1500,,BORDER ------- RED BACKGROUND --- WHITE SYMBOLS ----- BLACK _ 20 P583 A AS,"Drawing No. Related Drawings P 583 [P_500 & S 32 sheet 1 600 (750) (900) (1200) (1500) © CROWN COPYRIGHT NOTES: — 1. Other dimensions for the triangle are shown on drawing P 500. . Lorry symbol details are given on drawing S 32 sheet 1. . The tile outline does not form part of the sign. . All 600mm sign dimensions shall be varied proportionally for the other triangle heights. . COLOURS : Border —---—-— RED Background —-— WHITE Symbols —---— BLACK _ 20 P583 A AS Before using this drawing, confirm that it has not been superseded. Department for Transport Title: Warning Sign SLOW MOVING VEHICLES LIKELY ON INCLINE AHEAD Issue: A: B: Cc: Date: | Drawn by: Dimensions: Drawing No. 29.6.94 S.P. 7.7.04 | Approved by:| MILLIMETRES P 583 R.M. "
p584__1_,600,750 900 1200 1500,,BORDER ------ RED BACKGROUND --- WHITE SYMBOL ------ BLACK 600 (750) 7 (900) (1200) (1500) 275 20 | 173 [OR,"Drawing No. Related Drawings © CROWN COPYRIGHT P 584 [P S00 & S 63 ¢ NOTES:— 1. Other dimensions for the triangle are shown on P 500. . Symbol details are given on drawing S 63. . The tile outline does not form part of the sign. . All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 5. COLOURS :Border —----— RED Background ——— WHITE Symbol -----— BLACK 600 (750) 7 (900) (1200) (1500) 275 20 | 173 [or Before using this drawing, confirm P584 that it has not been superseded. Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Department for A: 14.11.02 R.M. Transport TRAFFIC QUEUES LIKELY a: hopes by:] MILLIMETRES P 584 ON ROAD AHEAD c: RM. "
