code,name,family,file,size,diagram,notes
622.2,End of prohibition of goods vehicles exceeding the maximum gross weight indicated in a previous sign,Regulatory Signs,END_OF_PROHIBITION_OF_GOODS_VEHICLES_EXCEEDING_THE_MAXIMUM_GROSS_WEIGH_622.2.svg,600x600 mm,622.2,600 mm (working drawing p622x2; alternatives 450/750/900)
622.4,Articulated vehicles prohibited,Regulatory Signs,ARTICULATED_VEHICLES_PROHIBITED_622.4.svg,600x600 mm,622.4,600 mm (working drawing p622x4; alternatives 750/900)
616,No entry for vehicular traffic,Regulatory Signs,NO_ENTRY_FOR_VEHICULAR_TRAFFIC_616.svg,750x750 mm,616.0,750 mm (working drawing p616; alternatives 270/300/450/600/900/1200); 1 stroked path(s) outlined with Inkscape
622.8+622.9,Vehicles carrying explosives prohibited,Regulatory Signs,VEHICLES_CARRYING_EXPLOSIVES_PROHIBITED_622.8+622.9.svg,1710x2610 mm,622.9,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
622.1A,Goods vehicles exceeding a gross weight of 7.5T prohibited,Regulatory Signs,GOODS_VEHICLES_EXCEEDING_A_GROSS_WEIGHT_OF_7_5T_PROHIBITED_622.1A.svg,2727x2727 mm,622.11,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
622.5,Horse drawn vehicles prohibited,Regulatory Signs,HORSE_DRAWN_VEHICLES_PROHIBITED_622.5.svg,600x600 mm,622.5,600 mm (working drawing p622x5; alternatives 450/165/330)
619,Motor vehicles prohibited,Regulatory Signs,MOTOR_VEHICLES_PROHIBITED_619.svg,600x600 mm,619.0,600 mm (working drawing p619; alternatives 450/750/900/1200)
625.1,Pedestrians prohibited,Regulatory Signs,PEDESTRIANS_PROHIBITED_625.1.svg,350x350 mm,625.1,350 mm (working drawing p625x1; alternatives 300/450)
622.6,Ridden or accompanied horses prohibited,Regulatory Signs,RIDDEN_OR_ACCOMPANIED_HORSES_PROHIBITED_622.6.svg,600x600 mm,622.6,600 mm (working drawing p622x6; alternatives 252/450/108/153/288)
619.2,Solo motor cycles prohibited,Regulatory Signs,SOLO_MOTOR_CYCLES_PROHIBITED_619.2.svg,600x600 mm,619.2,600 mm (working drawing p619x2; alternatives 450/750/900/1200)
622.7,Towed caravans prohibited,Regulatory Signs,TOWED_CARAVANS_PROHIBITED_622.7.svg,600x600 mm,622.7,600 mm (working drawing p622x7; alternatives 450/750/900/1200)
619.1,Motor vehicles except solo motor cycles prohibited,Regulatory Signs,MOTOR_VEHICLES_EXCEPT_SOLO_MOTOR_CYCLES_PROHIBITED_619.1.svg,600x600 mm,619.1,600 mm (working drawing p619x1; alternatives 450/750/900/1200)
618.1A,All vehicles prohibited,Regulatory Signs,ALL_VEHICLES_PROHIBITED_618.1A.svg,1870x540 mm,618.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
618.1B,All vehicles prohibited during the time indicated except for access,Regulatory Signs,ALL_VEHICLES_PROHIBITED_DURING_THE_TIME_INDICATED_EXCEPT_FOR_ACCESS_618.1B.svg,3741x2855 mm,618.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
617,All vehicles prohibited except pedal cycles being pushed by pedestrians,Regulatory Signs,ALL_VEHICLES_PROHIBITED_EXCEPT_PEDAL_CYCLES_BEING_PUSHED_BY_PEDESTRIAN_617.svg,600x600 mm,617.0,600 mm (working drawing p617; alternatives 120/450/750/900/1200)
618,All vehicles prohibited from 'Play Street' during the period indicated except for access,Regulatory Signs,ALL_VEHICLES_PROHIBITED_FROM_PLAY_STREET_DURING_THE_PERIOD_INDICATED_E_618.svg,4419x2867 mm,618.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
954.3,Buses and cycles excluded from restriction or prohibition conveyed by associated sign,Regulatory Signs,BUSES_AND_CYCLES_EXCLUDED_FROM_RESTRICTION_OR_PROHIBITION_CONVEYED_BY__954.3.svg,5290x3529 mm,954.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
620,Vehicles requiring access are exempted from the prohibition conveyed by the associated sign,Regulatory Signs,VEHICLES_REQUIRING_ACCESS_ARE_EXEMPTED_FROM_THE_PROHIBITION_CONVEYED_B_620.svg,4116x1957 mm,620.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
620.1,Goods vehicles requiring to enter the road for loading or unloading of goods are exempted from the prohibition conveyed by the associated sign,Regulatory Signs,GOODS_VEHICLES_REQUIRING_TO_ENTER_THE_ROAD_FOR_LOADING_OR_UNLOADING_OF_620.1.svg,4129x3410 mm,620.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
615,Priority must be given to vehicles from the opposite direction,Regulatory Signs,PRIORITY_MUST_BE_GIVEN_TO_VEHICLES_FROM_THE_OPPOSITE_DIRECTION_615.svg,750x750 mm,615.0,750 mm (working drawing p615; alternatives 600/900/1200); also in DfT category Traffic calming
615.1,Priority must be given to vehicles from the opposite direction,Regulatory Signs,PRIORITY_MUST_BE_GIVEN_TO_VEHICLES_FROM_THE_OPPOSITE_DIRECTION_615.1.svg,4832x2820 mm,615.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); also in DfT category Traffic calming"
613,No left turn for vehicular traffic,Regulatory Signs,NO_LEFT_TURN_FOR_VEHICULAR_TRAFFIC_613.svg,2727x2727 mm,612.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
632,No overtaking,Regulatory Signs,NO_OVERTAKING_632.svg,600x600 mm,632.0,600 mm (working drawing p632; alternatives 750/900/1200)
612,No right turn for vehicular traffic,Regulatory Signs,NO_RIGHT_TURN_FOR_VEHICULAR_TRAFFIC_612.svg,2727x2727 mm,612.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
614,No U-turns for vehicular traffic,Regulatory Signs,NO_U_TURNS_FOR_VEHICULAR_TRAFFIC_614.svg,598x600 mm,614.0,600 mm (working drawing p614; alternatives 270/300/450/750/900/1200); 1 stroked path(s) outlined with Inkscape
629.1,Vehicles exceeding 32'-6'' in length indicated prohibited,Regulatory Signs,VEHICLES_EXCEEDING_32_6_IN_LENGTH_INDICATED_PROHIBITED_629.1.svg,2726x2726 mm,629.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
629,Vehicles exceeding 6'-6'' in width indicated prohibited,Regulatory Signs,VEHICLES_EXCEEDING_6_6_IN_WIDTH_INDICATED_PROHIBITED_629.svg,1710x1700 mm,629.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
626.2A+627.1,Vehicles exceeding a gross weight of 18T prohibited from crossing the bridge or structure,Regulatory Signs,VEHICLES_EXCEEDING_A_GROSS_WEIGHT_OF_18T_PROHIBITED_FROM_CROSSING_THE__626.2A+627.1.svg,4423x8051 mm,626.21,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
626.2AV6+627.1,Vehicles exceeding a gross weight of 33T  prohibited from crossing the bridge or structure,Regulatory Signs,VEHICLES_EXCEEDING_A_GROSS_WEIGHT_OF_33T_PROHIBITED_FROM_CROSSING_THE__626.2AV6+627.1.svg,4423x8051 mm,626.21,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
626.2AV2,Vehicles exceeding a gross weight of 7.5T prohibited from crossing the bridge or structure,Regulatory Signs,VEHICLES_EXCEEDING_A_GROSS_WEIGHT_OF_7_5T_PROHIBITED_FROM_CROSSING_THE_626.2AV2.svg,4423x6520 mm,626.21,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
608,Dual carriageway,Regulatory Signs,DUAL_CARRIAGEWAY_608.svg,4639x1965 mm,608.0,"working drawing p608 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
610,Vehicular traffic passing the sign must keep to the left of the sign,Regulatory Signs,VEHICULAR_TRAFFIC_PASSING_THE_SIGN_MUST_KEEP_TO_THE_LEFT_OF_THE_SIGN_610.svg,600x599 mm,610.0,600 mm (working drawing p610; alternatives 270/300/450/750/900/1200/1500); 1 stroked path(s) outlined with Inkscape
606,Vehicular traffic must proceed in the direction indicated by the arrow,Regulatory Signs,VEHICULAR_TRAFFIC_MUST_PROCEED_IN_THE_DIRECTION_INDICATED_BY_THE_ARROW_606.svg,600x600 mm,606.0,600 mm (working drawing p606; alternatives 270/300/450/750/900/1200/1500); 1 stroked path(s) outlined with Inkscape
611.1,Vehicles entering the junction must give way to traffic to vehicles coming from the right,Regulatory Signs,VEHICLES_ENTERING_THE_JUNCTION_MUST_GIVE_WAY_TO_TRAFFIC_TO_VEHICLES_CO_611.1.svg,600x600 mm,611.1,600 mm (working drawing p611x1; alternatives 750/900); 1 stroked path(s) outlined with Inkscape
607,One-way traffic,Regulatory Signs,ONE_WAY_TRAFFIC_607.svg,3517x1281 mm,607.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
652,One-way traffic,Regulatory Signs,ONE_WAY_TRAFFIC_652.svg,201x300 mm,652.0,300 mm (working drawing p652; alternatives 450/285/285/675/870); 1 stroked path(s) outlined with Inkscape
611,Vehicular traffic may reach the same destination by passing either side of the sign,Regulatory Signs,VEHICULAR_TRAFFIC_MAY_REACH_THE_SAME_DESTINATION_BY_PASSING_EITHER_SID_611.svg,2470x2470 mm,611.0,"no size figure read from working drawing p611; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
606B,Vehicular traffic must proceed in the direction indicated by the arrow,Regulatory Signs,VEHICULAR_TRAFFIC_MUST_PROCEED_IN_THE_DIRECTION_INDICATED_BY_THE_ARROW_606B.svg,600x600 mm,606.0,600 mm (working drawing p606; alternatives 270/300/450/750/900/1200/1500); 1 stroked path(s) outlined with Inkscape
633,Vehicular traffic must not go beyond the sign where displayed temporarily by a constable in uniform or by a traffic warden,Regulatory Signs,VEHICULAR_TRAFFIC_MUST_NOT_GO_BEYOND_THE_SIGN_WHERE_DISPLAYED_TEMPORAR_633.svg,2460x2460 mm,633.0,"working drawing p633 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
609,Vehicular traffic must turn ahead in the direction indicated by the arrow,Regulatory Signs,VEHICULAR_TRAFFIC_MUST_TURN_AHEAD_IN_THE_DIRECTION_INDICATED_BY_THE_AR_609.svg,600x600 mm,609.0,600 mm (working drawing p609; alternatives 450/750/900/1200); 1 stroked path(s) outlined with Inkscape
609A,Vehicular traffic must turn ahead in the direction indicated by the arrow,Regulatory Signs,VEHICULAR_TRAFFIC_MUST_TURN_AHEAD_IN_THE_DIRECTION_INDICATED_BY_THE_AR_609A.svg,600x600 mm,609.0,600 mm (working drawing p609; alternatives 450/750/900/1200); 1 stroked path(s) outlined with Inkscape
651,Use of verge maintained in mown or ornamental condition by specified traffic prohibited,Regulatory Signs,USE_OF_VERGE_MAINTAINED_IN_MOWN_OR_ORNAMENTAL_CONDITION_BY_SPECIFIED_T_651.svg,5653x4406 mm,651.0,"working drawing p651 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
818.4,Location of a weight restriction ahead with indication of an alternative route,Regulatory Signs,LOCATION_OF_A_WEIGHT_RESTRICTION_AHEAD_WITH_INDICATION_OF_AN_ALTERNATI_818.4.svg,8456x13040 mm,818.4,"working drawing p818x4 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
674,Entrance to a 20 miles per hour speed limit zone,Speed Limit Signs,ENTRANCE_TO_A_20_MILES_PER_HOUR_SPEED_LIMIT_ZONE_674.svg,2050x3830 mm,674.0,"working drawing p674 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 9 stroked path(s) outlined with Inkscape; also in DfT category Traffic calming"
670V20,Maximum speed limit of 20 miles per hour,Speed Limit Signs,MAXIMUM_SPEED_LIMIT_OF_20_MILES_PER_HOUR_670V20.svg,600x600 mm,670.0,600 mm (working drawing p670; alternatives 300/450/750/900/1200/1500)
670V30,Maximum speed limit of 30 miles per hour,Speed Limit Signs,MAXIMUM_SPEED_LIMIT_OF_30_MILES_PER_HOUR_670V30.svg,600x600 mm,670.0,600 mm (working drawing p670; alternatives 300/450/750/900/1200/1500)
670,Maximum speed limit of 40 miles per hour,Speed Limit Signs,MAXIMUM_SPEED_LIMIT_OF_40_MILES_PER_HOUR_670.svg,600x600 mm,670.0,600 mm (working drawing p670; alternatives 300/450/750/900/1200/1500)
670V50,Maximum speed limit of 50 miles per hour,Speed Limit Signs,MAXIMUM_SPEED_LIMIT_OF_50_MILES_PER_HOUR_670V50.svg,600x600 mm,670.0,600 mm (working drawing p670; alternatives 300/450/750/900/1200/1500)
670V60,Maximum speed limit of 60 miles per hour,Speed Limit Signs,MAXIMUM_SPEED_LIMIT_OF_60_MILES_PER_HOUR_670V60.svg,600x600 mm,670.0,600 mm (working drawing p670; alternatives 300/450/750/900/1200/1500)
2402.1+670V30,Start of a 30 miles per hour speed limit at the boundary of a town or village,Speed Limit Signs,START_OF_A_30_MILES_PER_HOUR_SPEED_LIMIT_AT_THE_BOUNDARY_OF_A_TOWN_OR__2402.1+670V30.svg,1494x1172 mm,675.0,"working drawing p675 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); also in DfT category Traffic calming"
671,National speed limits apply,Speed Limit Signs,NATIONAL_SPEED_LIMITS_APPLY_671.svg,600x600 mm,671.0,600 mm (working drawing p671; alternatives 450/750/900/1200/1500); 1 stroked path(s) outlined with Inkscape
2901,"Start of motorway regulations, including the national speed limit",Speed Limit Signs,START_OF_MOTORWAY_REGULATIONS_INCLUDING_THE_NATIONAL_SPEED_LIMIT_2901.svg,2830x1390 mm,2901.0,"working drawing p2901 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape; also in DfT category Motorway signs"
878.1,Length of road where two cameras are used to measure the average speed of a vehicle between two points,Speed Limit Signs,LENGTH_OF_ROAD_WHERE_TWO_CAMERAS_ARE_USED_TO_MEASURE_THE_AVERAGE_SPEED_878.1.svg,2227x2892 mm,878.0,"working drawing p878 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
673,End of 30 miles per hour minimum speed limit,Speed Limit Signs,END_OF_30_MILES_PER_HOUR_MINIMUM_SPEED_LIMIT_673.svg,600x600 mm,673.0,600 mm (working drawing p673; alternatives 900); 2 stroked path(s) outlined with Inkscape
673V40,End of 40 miles per hour minimum speed limit,Speed Limit Signs,END_OF_40_MILES_PER_HOUR_MINIMUM_SPEED_LIMIT_673V40.svg,600x600 mm,673.0,600 mm (working drawing p673; alternatives 900); 2 stroked path(s) outlined with Inkscape
645,End of restriction or prohibition conveyed by an associated sign,Speed Limit Signs,END_OF_RESTRICTION_OR_PROHIBITION_CONVEYED_BY_AN_ASSOCIATED_SIGN_645.svg,2636x1708 mm,645.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); also in DfT category On-street parking, Road works and temporary"
513.2,Maximum speed of 30 miles per hour advised at a bend or other hazard,Speed Limit Signs,MAXIMUM_SPEED_OF_30_MILES_PER_HOUR_ADVISED_AT_A_BEND_OR_OTHER_HAZARD_513.2.svg,3005x1095 mm,513.2,"working drawing p513x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
672,Minimum speed limit of 30 miles per hour,Speed Limit Signs,MINIMUM_SPEED_LIMIT_OF_30_MILES_PER_HOUR_672.svg,450x450 mm,672.0,450 mm (working drawing p672; alternatives 300/900); 1 stroked path(s) outlined with Inkscape
672V40,Minimum speed limit of 40 miles per hour,Speed Limit Signs,MINIMUM_SPEED_LIMIT_OF_40_MILES_PER_HOUR_672V40.svg,450x450 mm,672.0,450 mm (working drawing p672; alternatives 300/900); 1 stroked path(s) outlined with Inkscape
7032,Commencement point of a newly imposed 30 miles per hour speed limit which is contiguous to an existing 30 miles per hour speed limit,Speed Limit Signs,COMMENCEMENT_POINT_OF_A_NEWLY_IMPOSED_30_MILES_PER_HOUR_SPEED_LIMIT_WH_7032.svg,2720x1390 mm,7032.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
7001,Road works or temporary obstruction of the carriageway ahead,Speed Limit Signs,ROAD_WORKS_OR_TEMPORARY_OBSTRUCTION_OF_THE_CARRIAGEWAY_AHEAD_7001.svg,600x527 mm,7001.0,600 mm (working drawing p7001; alternatives 750/900/1200/1500); also in DfT category Road works and temporary
879,Reminder to drivers that traffic enforcement cameras are in use,Speed Limit Signs,REMINDER_TO_DRIVERS_THAT_TRAFFIC_ENFORCEMENT_CAMERAS_ARE_IN_USE_879.svg,1588x1361 mm,879.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
880,Speed camera ahead and reminder of 30 miles per hour speed limit,Speed Limit Signs,SPEED_CAMERA_AHEAD_AND_REMINDER_OF_30_MILES_PER_HOUR_SPEED_LIMIT_880.svg,1930x3290 mm,880.0,"no size figure read from working drawing p880; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
878,Area in which cameras are used to enforce the speed limit regulations,Speed Limit Signs,AREA_IN_WHICH_CAMERAS_ARE_USED_TO_ENFORCE_THE_SPEED_LIMIT_REGULATIONS_878.svg,2260x2439 mm,878.0,"working drawing p878 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
629.2,Vehicles exceeding 14'-6'' in height prohibited,Low Bridge Signs,VEHICLES_EXCEEDING_14_6_IN_HEIGHT_PROHIBITED_629.2.svg,2726x2726 mm,629.2,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
629.2A,Vehicles exceeding height indicated are prohibited. Height is displayed in both metric and imperial units,Low Bridge Signs,VEHICLES_EXCEEDING_HEIGHT_INDICATED_ARE_PROHIBITED_HEIGHT_IS_DISPLAYED_629.2A.svg,2726x2726 mm,629.21,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
818.3,Advance warning of a mandatory height restriction ahead,Low Bridge Signs,ADVANCE_WARNING_OF_A_MANDATORY_HEIGHT_RESTRICTION_AHEAD_818.3.svg,4230x5610 mm,818.3,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal); 1 stroked path(s) outlined with Inkscape"
530,Maximum headroom of 14'-6'' at hazard ahead,Low Bridge Signs,,,530.0,"raster artwork (Photoshop EPS), no vector paths"
530M,Maximum headroom of 4.4m at hazard ahead,Low Bridge Signs,MAXIMUM_HEADROOM_OF_4_4M_AT_HAZARD_AHEAD_530M.svg,3103x2726 mm,530.0,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
531.2,High vehicles to use middle of road at arch bridge ahead,Low Bridge Signs,HIGH_VEHICLES_TO_USE_MIDDLE_OF_ROAD_AT_ARCH_BRIDGE_AHEAD_531.2.svg,2238x2585 mm,531.2,"working drawing p531x2 is dimensioned in x-heights: no absolute size; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
531.1,Maximum headroom of 12'-6'' at arch bridge ahead,Low Bridge Signs,MAXIMUM_HEADROOM_OF_12_6_AT_ARCH_BRIDGE_AHEAD_531.1.svg,3234x2840 mm,531.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
531.1M,Maximum headroom of 3.8m at arch bridge ahead,Low Bridge Signs,MAXIMUM_HEADROOM_OF_3_8M_AT_ARCH_BRIDGE_AHEAD_531.1M.svg,3234x2840 mm,531.1,"no working drawing for this diagram; artwork kept at 1 pt = 10 mm (proportions exact, size nominal)"
