code,name,family,file,size,register_dimensions,notes
VG3R,Advance Tourist Turn Right/Distance/(3 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_3_SYMBOLS_VG3R.svg,1300x900 mm,"a 1300 b 900 c 300 d 25 e 240 f 60 Radius 50 Type “TURN RIGHT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. Fo",artwork not supplied by NZTA: sheet says The copyright for this
VB3R,Advance Tourist Turn Right/Distance/3 features,Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_3_FEATURES_VB3R.svg,1200x1050 mm,"a 1200 (variable, length to suit message) b 1050 c 25 Radius 50 Type Feature: 120D (upper and lower case) “TURN RIGHT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
VB4R,Advance Tourist Turn Right/Distance/4 Features),Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_4_FEATURES_VB4R.svg,1400x1200 mm,"a 1400 (variable, length to suit message) b 1200 c 25 Radius 50 Type Feature: 120D (upper and lower case) “TURN RIGHT”: 120D (upper case) Numerals: 120D “m”: Transport Medium ‘x’ height 80mm",
VG4R,Advance Tourist Turn Right/Distance/4 Symbols,intervene/Tourist Signs,ADVANCE_TOURIST_TURN_RIGHT_DISTANCE_4_SYMBOLS_VG4R.svg,1800x900 mm,"a 1800 b 900 c 300 d 25 e 240 f 60 Radius 50 Type “TURN RIGHT”: 120D Numerals: 120D “m”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout and camera symbols is owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purcha",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VF3L,Advance Tourist/Distance/On Left (3 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_LEFT_3_SYMBOLS_VF3L.svg,1300x900 mm,"a 1300 b 900 c 300 d 25 e 240 f 60 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON LEFT”: 120D Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For m",artwork not supplied by NZTA: sheet says The copyright for this
VF1L,Advance Tourist/Distance/On Left/(1 Symbol),Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_LEFT_1_SYMBOL_VF1L.svg,600x1000 mm,a 600 b 1000 c 300 d 25 e 240 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON LEFT”: 120D,
VF2L,Advance Tourist/Distance/On Left/(2 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_LEFT_2_SYMBOLS_VF2L.svg,900x900 mm,"a 900 b 900 c 300 d 25 e 240 f 60 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON RIGHT”: 120D Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For m",artwork not supplied by NZTA: sheet says The copyright for this
VF4L,Advance Tourist/Distance/On Left/(4 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_LEFT_4_SYMBOLS_VF4L.svg,1800x900 mm,"a 1800 b 900 c 300 d 25 e 240 f 100 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON RIGHT”: 120D Note 1 The copyright of the lookout and camera symbols is owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of these symbols is subject to copyright and requires the purch",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VF2R,Advance Tourist/Distance/On Right/(2 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_RIGHT_2_SYMBOLS_VF2R.svg,900x900 mm,"a 900 b 900 c 300 d 25 e 240 f 60 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON RIGHT”: 120D Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For m",artwork not supplied by NZTA: sheet says The copyright for this
VF3R,Advance Tourist/Distance/On Right/(3 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_RIGHT_3_SYMBOLS_VF3R.svg,1300x900 mm,"a 1300 b 900 c 300 d 25 e 240 f 60 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON RIGHT”: 120D Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For ",artwork not supplied by NZTA: sheet says The copyright for this
VF4R,Advance Tourist/Distance/On Right/(4 Symbols),intervene/Tourist Signs,ADVANCE_TOURIST_DISTANCE_ON_RIGHT_4_SYMBOLS_VF4R.svg,1800x900 mm,"a 1800 b 900 c 300 d 25 e 240 f 100 Radius 50 Type Numerals: 120D “m”: Transport Medium ‘x’ height 80mm “ON RIGHT”: 120D Note 1 The copyright of the lookout and camera symbols is owned by Standards New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of these symbols is subject to copyright and requires the purc",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VAN,Next/Tourist/Feature/Distance Rural,intervene/Tourist Signs,NEXT_TOURIST_FEATURE_DISTANCE_RURAL_VAN.svg,900x1200 mm,"a 900 b 1200 c 400 d 35 Radius 80 Type “NEXT”: 160D Numerals: 160D “km”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more informati",artwork not supplied by NZTA: sheet says The copyright for this
VAN,Next/Tourist/Feature/Distance Urban,intervene/Tourist Signs,NEXT_TOURIST_FEATURE_DISTANCE_URBAN_VAN.svg,600x900 mm,"a 600 b 900 c 300 d 25 Radius 50 Type “NEXT”: 120D Numerals: 120D “km”: Transport Medium ‘x’ height 80mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more informatio",artwork not supplied by NZTA: sheet says The copyright for this
none,Tourist - combined with motorist service,Tourist Signs,TOURIST_COMBINED_WITH_MOTORIST_SERVICE_none.svg,1800x900 mm,a 1800 Rectangle sized to suit message b 900 Rectangle sized to suit message r 80 c 25 d 480 e 370 f 60 g 20 h : Symbol height 240 Type letters 120D,
VH1L,Tourist Attraction Chevron Facing Left (1 Symbol),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_LEFT_1_SYMBOL_VH1L.svg,901x450 mm,"a 900 b 450 c 25 d 330 e 130 f 120 g 300 Radius 50 Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Zealand. Telephone: 64 ",artwork not supplied by NZTA: sheet says copyright
VH3L,Tourist Attraction Chevron Facing Left (3 Symbols),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_LEFT_3_SYMBOLS_VH3L.svg,1600x450 mm,"a 1600 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Note 1 The copyright for the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Zealand. T",artwork not supplied by NZTA: sheet says copyright
VH4L,Tourist Attraction Chevron Facing Left (4 Symbols),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_LEFT_4_SYMBOLS_VH4L.svg,2000x450 mm,"a 2000 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 110 Radius 50 Symbols Maximised to fit an area 300 x 300 mm Note 1 The copyright of the lookout and camera symbols is owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchase of NZS 86",artwork not supplied by NZTA: sheet says copyright copyright
VH1R,Tourist Attraction Chevron Facing Right (1 Symbol),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_RIGHT_1_SYMBOL_VH1R.svg,901x450 mm,"a 900 b 450 c 25 d 330 e 130 f 120 g 300 Radius 50 Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Zealand. Telephone: 64 ",artwork not supplied by NZTA: sheet says copyright
VH2R,Tourist Attraction Chevron Facing Right (2 Symbols),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_RIGHT_2_SYMBOLS_VH2R.svg,1200x450 mm,"a 1200 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Zealand. Te",artwork not supplied by NZTA: sheet says copyright
VH3R,Tourist Attraction Chevron Facing Right (3 Symbols),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_RIGHT_3_SYMBOLS_VH3R.svg,1600x450 mm,"a 1600 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Note 1 The copyright for the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Zealand. T",artwork not supplied by NZTA: sheet says copyright
VH4R,Tourist Attraction Chevron Facing Right (4 Symbols),intervene/Tourist Signs,TOURIST_ATTRACTION_CHEVRON_FACING_RIGHT_4_SYMBOLS_VH4R.svg,2000x450 mm,"a 2000 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 110 Radius 50 Symbols Maximised to fit an area 300 x 300 mm Note 1 The copyright of the lookout and camera symbols is owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchase of NZS 86",artwork not supplied by NZTA: sheet says copyright copyright
VH2L,Tourist Attractions Chevron Facing Left (2 Symbols),intervene/Tourist Signs,TOURIST_ATTRACTIONS_CHEVRON_FACING_LEFT_2_SYMBOLS_VH2L.svg,1200x450 mm,"a 1200 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Zealand. Te",artwork not supplied by NZTA: sheet says copyright
VJ1L,Tourist Feature Arrow Left (1 Symbol),Tourist Signs,TOURIST_FEATURE_ARROW_LEFT_1_SYMBOL_VJ1L.svg,450x900 mm,"a 450 b 900 c 300 d 25 Radius 50 Arrow Type D, shaft = 80 mm",
VJ2L,Tourist Feature Arrow Left (2 Symbols),intervene/Tourist Signs,TOURIST_FEATURE_ARROW_LEFT_2_SYMBOLS_VJ2L.svg,900x900 mm,"a 900 b 900 c 300 d 25 e 240 f 60 Radius 50 Arrow Type D, shaft = 80 mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Ze",artwork not supplied by NZTA: sheet says The copyright for this
VJ3L,Tourist Feature Arrow Left (3 Symbols),intervene/Tourist Signs,TOURIST_FEATURE_ARROW_LEFT_3_SYMBOLS_VJ3L.svg,900x1350 mm,"a 900 b 1200 c 300 d 25 e 240 f 60 Radius 50 Arrow Type D, shaft = 80 mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Z",artwork not supplied by NZTA: sheet says The copyright for this
VJ4L,Tourist Feature Arrow Left (4 Symbols),intervene/Tourist Signs,TOURIST_FEATURE_ARROW_LEFT_4_SYMBOLS_VJ4L.svg,900x1350 mm,"a 900 b 1200 c 300 d 25 e 240 f 60 Radius 50 Arrow Type D, shaft = 80 mm Note 1 The copyright for the lookout and camera symbols are owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more informatio",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VJ1R,Tourist Feature Arrow Right (1 Symbol),Tourist Signs,TOURIST_FEATURE_ARROW_RIGHT_1_SYMBOL_VJ1R.svg,450x900 mm,"a 450 b 900 c 300 d 25 Radius 50 Arrow Type D, shaft = 80 mm",
VJ2R,Tourist Feature Arrow Right (2 Symbols),intervene/Tourist Signs,TOURIST_FEATURE_ARROW_RIGHT_2_SYMBOLS_VJ2R.svg,900x900 mm,"a 900 b 900 c 300 d 25 e 240 f 60 Radius 50 Arrow Type D, shaft = 80 mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Ze",artwork not supplied by NZTA: sheet says The copyright for this
VJ3R,Tourist Feature Arrow Right (3 Symbols),intervene/Tourist Signs,TOURIST_FEATURE_ARROW_RIGHT_3_SYMBOLS_VJ3R.svg,900x1350 mm,"a 900 b 1200 c 300 d 25 e 240 f 60 Radius 50 Arrow Type D, shaft = 80 mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more information please contact Standards New Z",artwork not supplied by NZTA: sheet says The copyright for this
VJ4R,Tourist Feature Arrow Right (4 Symbols),intervene/Tourist Signs,TOURIST_FEATURE_ARROW_RIGHT_4_SYMBOLS_VJ4R.svg,900x1350 mm,"a 900 b 1200 c 300 d 25 e 240 f 60 Radius 50 Arrow Type D, shaft = 80 mm Note 1 The copyright for the lookout and camera symbols are owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For more informatio",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VI3L,Tourist X km Chevron Facing Left (3 Symbols),intervene/Tourist Signs,TOURIST_X_KM_CHEVRON_FACING_LEFT_3_SYMBOLS_VI3L.svg,2100x450 mm,"a 2100 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of these symbols is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM.",artwork not supplied by NZTA: sheet says The copyright for this
VI4L,Tourist X km Chevron Facing Left (4 Symbols),intervene/Tourist Signs,TOURIST_X_KM_CHEVRON_FACING_LEFT_4_SYMBOLS_VI4L.svg,2400x450 mm,"a 2400 b 450 c 25 d 330 e 130 f 120 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm Note 1 The copyright for the lookout and camera symbols are owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchase of NZS 8603:",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VI2R,Tourist X km Chevron Facing Right (2 Symbols),intervene/Tourist Signs,TOURIST_X_KM_CHEVRON_FACING_RIGHT_2_SYMBOLS_VI2R.svg,1700x450 mm,"a 1700 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm Note 1 The copyright for the lookout symbol is owned Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For ",artwork not supplied by NZTA: sheet says The copyright for this
VI3R,Tourist X km Chevron Facing Right (3 Symbols),intervene/Tourist Signs,TOURIST_X_KM_CHEVRON_FACING_RIGHT_3_SYMBOLS_VI3R.svg,2100x450 mm,"a 2100 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm Note 1 The copyright of the lookout symbol is owned by Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of these symbols is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM.",artwork not supplied by NZTA: sheet says The copyright for this
VI4R,Tourist X km Chevron Facing Right (4 Symbols),intervene/Tourist Signs,TOURIST_X_KM_CHEVRON_FACING_RIGHT_4_SYMBOLS_VI4R.svg,2400x450 mm,"a 2400 b 450 c 25 d 330 e 130 f 120 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm Note 1 The copyright for the lookout and camera symbols are owned by Standard New Zealand. The symbols are Figure A67 and Figure A76 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbols is subject to copyright and requires the purchase of NZS 8603:",artwork not supplied by NZTA: sheet says The copyright for this The copyright for this
VI1L,Tourist Xkm Chevron Facing Left (1 Symbol),Tourist Signs,TOURIST_XKM_CHEVRON_FACING_LEFT_1_SYMBOL_VI1L.svg,1300x450 mm,a 1300 b 450 c 25 d 330 e 130 f 120 g 300 h 240 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm,
VI2L,Tourist Xkm Chevron Facing Left (2 Symbols),intervene/Tourist Signs,TOURIST_XKM_CHEVRON_FACING_LEFT_2_SYMBOLS_VI2L.svg,1700x450 mm,"a 1700 b 450 c 25 d 330 e 130 f 120 g 300 h 240 i 60 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm Note 1 The copyright for the lookout symbol is owned Standard New Zealand. The symbol is Figure A67 in NZS 8603:2005, Design and Application of Outdoor Recreation Symbols. Reproduction of the symbol is subject to copyright and requires the purchase of NZS 8603:2005 CD ROM. For ",artwork not supplied by NZTA: sheet says copyright
VI1R,Tourist Xkm Chevron Facing Right (1 Symbol),Tourist Signs,TOURIST_XKM_CHEVRON_FACING_RIGHT_1_SYMBOL_VI1R.svg,1300x450 mm,a 1300 b 450 c 25 d 330 e 130 f 120 g 300 h 240 Radius 50 Type Numerals: 120D “km”: Transport Medium ‘x’ height 60mm,
VA1L,attraction (one line of text) / [distance] m / ON LEFT,Tourist Signs,ATTRACTION_ONE_LINE_OF_TEXT_DISTANCE_M_ON_LEFT_VA1L.svg,1700x770 mm,a 1700 Rectangle sized to suit message b 770 r 60 c 25 d 80 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,1 stroked path(s) ignored
VA1R,attraction (one line of text) / [distance] m / ON RIGHT,Tourist Signs,ATTRACTION_ONE_LINE_OF_TEXT_DISTANCE_M_ON_RIGHT_VA1R.svg,1700x770 mm,a 1700 Rectangle sized to suit message b 770 r 60 c 25 d 80 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VD1R,"attraction (one line of text), [distance] km, chevron facing right",Tourist Signs,ATTRACTION_ONE_LINE_OF_TEXT_DISTANCE_KM_CHEVRON_FACING_RIGHT_VD1R.svg,1900x450 mm,a 1900 Rectangle sized to suit message b 450 r 50 c 25 d 330 e 130 f 120 Type letters 120D Type 'km' Transport D Med x=80,
VE1L,"attraction (one line of text), arrow facing left",Tourist Signs,ATTRACTION_ONE_LINE_OF_TEXT_ARROW_FACING_LEFT_VE1L.svg,1300x450 mm,a 1300 Rectangle sized to suit message b 450 r 60 c 25 d : Arrow type D 170 e : Arrow shaft 50 f 75 Type letters 120D,
VE1R,"attraction (one line of text), arrow facing right",Tourist Signs,ATTRACTION_ONE_LINE_OF_TEXT_ARROW_FACING_RIGHT_VE1R.svg,1300x450 mm,a 1300 Rectangle sized to suit message b 450 r 60 c 25 d : Arrow type D 170 e : Arrow shaft 50 f 75 Type letters 120D,
VC1R,"attraction (one line of text), chevron facing right",Tourist Signs,ATTRACTION_ONE_LINE_OF_TEXT_CHEVRON_FACING_RIGHT_VC1R.svg,1900x450 mm,a 1900 Rectangle sized to suit message b 450 r 50 c 25 d 330 e 130 f 120 Type letters 120D,
VA4L,attraction/s (four lines of text) / [distance] m / ON LEFT,Tourist Signs,ATTRACTION_S_FOUR_LINES_OF_TEXT_DISTANCE_M_ON_LEFT_VA4L.svg,1700x1300 mm,a 1700 Rectangle sized to suit message b 1300 Rectangle sized to suit message r 60 c 40 d 60 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VA4R,attraction/s (four lines of text) / [distance] m / ON RIGHT,Tourist Signs,ATTRACTION_S_FOUR_LINES_OF_TEXT_DISTANCE_M_ON_RIGHT_VA4R.svg,1700x1300 mm,a 1700 Rectangle sized to suit message b 1300 Rectangle sized to suit message r 60 c 40 d 60 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VD4R,"attraction/s (four lines of text) [distance] km, chevron facing right",Tourist Signs,ATTRACTION_S_FOUR_LINES_OF_TEXT_DISTANCE_KM_CHEVRON_FACING_RIGHT_VD4R.svg,2699x900 mm,a 2700 Rectangle sized to suit message b 900 r 100 c 25 d 680 e 265 f 120 g 60 h 90 Type letters 120D Type 'km' Transport D Med x=80,
VE4L,attraction/s (four lines of text) arrow facing left,Tourist Signs,ATTRACTION_S_FOUR_LINES_OF_TEXT_ARROW_FACING_LEFT_VE4L.svg,1799x900 mm,a 1800 Rectangle sized to suit message b 900 r 80 c 25 d : Arrow type D 170 e : Arrow shaft 50 f 75 g 60 Type letters 120D,
VC4R,"attraction/s (four lines of text), chevron facing right",Tourist Signs,ATTRACTION_S_FOUR_LINES_OF_TEXT_CHEVRON_FACING_RIGHT_VC4R.svg,2299x900 mm,a 2300 Rectangle sized to suit message b 900 r 100 c 25 d 680 e 265 f 120 g 60 Type letters 120D,
VA3L,attraction/s (three lines of text) / [distance] m / ON LEFT,Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_DISTANCE_M_ON_LEFT_VA3L.svg,1700x1100 mm,a 1700 Rectangle sized to suit message b 1100 r 60 c 40 d 60 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VA3R,attraction/s (three lines of text) / [distance] m / ON RIGHT,Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_DISTANCE_M_ON_RIGHT_VA3R.svg,1700x1100 mm,a 1700 Rectangle sized to suit message b 1100 r 60 c 40 d 60 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VD3R,"attraction/s (three lines of text) [distance] km, chevron facing right",Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_DISTANCE_KM_CHEVRON_FACING_RIGHT_VD3R.svg,2500x750 mm,a 2500 Rectangle sized to suit message b 750 r 90 c 25 d 520 e 205 f 120 g 60 h 90 Type letters 120D Type 'km' Transport D Med x=80,
VC3R,"attraction/s (three lines of text), chevron facing right",Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_CHEVRON_FACING_RIGHT_VC3R.svg,2100x750 mm,a 2100 Rectangle sized to suit message b 750 r 90 c 25 d 520 e 205 f 120 g 60 Type letters 120D,
VE3L,attraction/s (three lines of text)arrow facing left,Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_ARROW_FACING_LEFT_VE3L.svg,1799x700 mm,a 1800 Rectangle sized to suit message b 700 r 80 c 25 d : Arrow type D 170 e : Arrow shaft 50 f 75 g 60 Type letters 120D,4 stroked path(s) ignored
VE4R,attraction/s (three lines of text)arrow facing right,Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_ARROW_FACING_RIGHT_VE4R.svg,1799x900 mm,a 1800 Rectangle sized to suit message b 900 r 80 c 25 d : Arrow type D 170 e : Arrow shaft 50 f 75 g 60 Type letters 120D,
VE3R,attraction/s (three lines of text)arrow facing right,Tourist Signs,ATTRACTION_S_THREE_LINES_OF_TEXT_ARROW_FACING_RIGHT_VE3R.svg,1799x700 mm,a 1800 Rectangle sized to suit message b 700 r 80 c 25 d : Arrow type D 170 e : Arrow shaft 50 f 75 g 60 Type letters 120D,
VA2L,attraction/s (two lines of text) / [distance] m / ON LEFT,Tourist Signs,ATTRACTION_S_TWO_LINES_OF_TEXT_DISTANCE_M_ON_LEFT_VA2L.svg,1700x970 mm,a 1700 Rectangle sized to suit message b 970 r 60 c 40 d 70 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VA2R,attraction/s (two lines of text) / [distance] m / ON RIGHT,Tourist Signs,ATTRACTION_S_TWO_LINES_OF_TEXT_DISTANCE_M_ON_RIGHT_VA2R.svg,1700x970 mm,a 1700 Rectangle sized to suit message b 970 r 60 c 40 d 70 Type feature (upper case) 120D Type numeral 120D Type 'm' Transport D Med x=80 Type letters 120D,
VD2R,"attraction/s (two lines of text) [distance] km, chevron facing right",Tourist Signs,ATTRACTION_S_TWO_LINES_OF_TEXT_DISTANCE_KM_CHEVRON_FACING_RIGHT_VD2R.svg,1899x600 mm,a 1900 Rectangle sized to suit message b 600 r 80 c 25 d 440 e 170 f 120 g 60 h 90 Type letters 120D Type 'km' Transport D Med x=80,
VC2R,"attraction/s (two lines of text), chevron facing right",Tourist Signs,ATTRACTION_S_TWO_LINES_OF_TEXT_CHEVRON_FACING_RIGHT_VC2R.svg,2099x600 mm,a 2100 Rectangle sized to suit message b 600 r 80 c 25 d 440 e 170 f 120 g 60 Type letters 120D,
